property_id,purpose,type,added_on,furnishing,price,location,bed_bath_size,agent_name,img_url,breadcrumbs,amenities,description
Bayut - R-MBH-DMM-MT-1BR,For Rent,Apartment,10 April 2023,Furnished,"{'currency': 'AED', 'amount': '80,000'}","Manchester Tower, Dubai Marina, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '1 Bath', 'size': '572 sqft'}",Mootez bahrouni,https://images.bayut.com/thumbnails/400366003-800x600.jpeg,"['Dubai Apartments', 'Dubai Marina', 'Manchester Tower', 'Bayut - R-MBH-DMM-MT-1BR']","['Furnished', 'Parking Spaces', ': 1', 'Swimming Pool', 'Electricity Backup', 'Furnished', 'Electricity Backup', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Barbeque Area', 'Security Staff', 'CCTV Security', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Freehold']","['Prowin Properties is proud to offer you this Exclusive Mid-rise apartment situated in the most sought-after residential community in Dubai. ', '■ Accessible Location to Supermarket (Spinneys, Sprouts, etc. ), Mosque,Community Park, Shopping Mall, Main Road Exits, Nursery/ School)', '■ Allotted Parking', '■ Shared Gym', '■ Shared Swimming', '■ 24 Hour Resident Security', 'Pay monthly 8000 AED', 'ABOUT DUBAI MARINADubai Marina is one of the most sought-after neighbourhoods in Dubai. This impressive community boasts luxury skyscrapers, a range of dining and entertainment options and best of all, it offers urban waterfront living to its residents. It is the most popular area for buying luxury apartments in Dubai', 'IN A NUTSHELL', 'ABOUT US', 'is a boutique real estateagency furnishing first-rate client care with customized property counseland helping our customers to settle on a well-educated choice,holding intimate knowledge of local markets, with a combination ofintelligence and integrity, a powerful trend to provide value toour clients and achieve guaranteed Return On Investment (ROI)', 'Guaranteed High-level Professionalism', 'Value addition in every step', 'Guaranteed Best Price']"
Bayut - CB-R-05144,For Rent,Villa,3 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '650,000'}","Grand Views, Meydan Gated Community, Meydan City, Dubai","{'bedrooms': '6 Beds', 'bathrooms': '6 Baths', 'size': '6,044 sqft'}",Nysa Kinger,https://images.bayut.com/thumbnails/423399314-800x600.jpeg,"['Dubai Villas', 'Meydan City', 'Meydan Gated Community', 'Grand Views', 'Bayut - CB-R-05144']","['Balcony or Terrace', 'Jacuzzi', 'Centrally Air-Conditioned', 'Kids Play Area', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Jacuzzi', 'Kids Play Area', 'Barbeque Area']",[]
Bayut - 3941-HHq6JA,For Rent,Apartment,12 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '285,000'}","Downtown Views II Tower 1, Downtown Views II, Za'abeel 2, Za'abeel, Dubai","{'bedrooms': '3 Beds', 'bathrooms': '4 Baths', 'size': '1,784 sqft'}",Maaz Ansari,https://images.bayut.com/thumbnails/431157851-800x600.jpeg,"['Dubai Apartments', ""Za'abeel"", ""Za'abeel 2"", 'Downtown Views II', 'Downtown Views II Tower 1', 'Bayut - 3941-HHq6JA']","['Balcony or Terrace', 'Parking Spaces', ': 2', 'Maids Room', 'Swimming Pool', 'Electricity Backup', 'Parking Spaces', ': 2', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Study Room', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', ': 8', 'Service Elevators', 'Completion Year', ': 2023', 'Prayer Room', 'Reception/Waiting Room', 'Flooring', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Conference Room', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'Maids Room', 'Freehold']","['Unicon Homes is Delighted to bring you this exclusive corner 3 bedroom apartment. Live your story amongst a spectacular mix of culture and leisure attractions that are sure to leave you astounded, and retreat to your luxurious haven whenever you want to take a break. This is Downtown Views II with awe-inspiring views of the Burj Khalifa, The Dubai Fountain and the captivating skyline. ', 'Apartment Features:', '- 3 Bedroom + Study Room', '- 4 Bathrooms', '- 1784 Sq. Ft', '- Exclusive Corner Unit', '- Spectacular Full Burj Khalifa View', '- Semi Open Kitchen', '- Huge Balcony', '- En-suite Master Bedroom w/ Private Terrace', '- Infinity Pool overlooking Burj Khalifa & Dubai Mall', '- State of the art Gymnasium', '- Yoga & Pilates Studios', '- Kids Play Area and Garden', '- Basket Ball Court & Residents Lounge', '- 2 Covered Parkings', 'Contact us ASAP to schedule a viewing and Move in Today!']"
Bayut - LEA233010_L,For Rent,Apartment,17 August 2023,Furnished,"{'currency': 'AED', 'amount': '310,000'}","Anantara Residences - North, Anantara Residences, Palm Jumeirah, Dubai","{'bedrooms': '2 Beds', 'bathrooms': '3 Baths', 'size': '1,822 sqft'}",,https://images.bayut.com/thumbnails/435544831-800x600.jpeg,"['Dubai Apartments', 'Palm Jumeirah', 'Anantara Residences', 'Anantara Residences - North', 'Bayut - LEA233010_L']",[],"['Multiple units | Sea Views | Light and cosy', 'haus & haus is very pleased to welcome to the market this brand new top floor apartment in the North Residences of the Anantara Resort. The property is new to the Palm and comes ready to move in to. ', 'The high-end residential development featuring serviced units are primed to change the way you perceive comfort and luxury. Moreover, the premium facilities and amenities go a long way to enhance and enrich the quality of living experience. Every aspect of the development is meticulously planned to compliment the distinct lifestyle of the residents. ', 'Please call for more information, to arrange a viewing or to make an offer. ', 'Broker fee - 5% + VAT', 'Security deposit - 10%', 'For further details, please drop into our flagship office at the Gold & Diamond Park - or browse the incredible selection of properties we maintain at the haus & haus website. Our specialist brokers will be happy to answer any industry related query you have. ', '• Beautiful Sea View', '• Spacious and bright', '• Fully Furnished', '• Resort style living', '• Upgraded', '• Call now to arrange your viewing']"
Bayut - 102164-TxG4qW,For Rent,Apartment,17 July 2023,Furnished,"{'currency': 'AED', 'amount': '50,000'}","Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': 'Studio', 'bathrooms': '1 Bath', 'size': '381 sqft'}",Muzafar Shahzad,https://images.bayut.com/thumbnails/411525256-800x600.jpeg,"['Dubai Apartments', 'Jumeirah Village Circle (JVC)', 'JVC District 10', 'Bloom Towers', 'Bloom Tower B', 'Bayut - 102164-TxG4qW']","['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Furnished', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security']","[""Welcome to House & Hedges Real Estate, where a team of dynamic, young and enthusiastic individuals with years of experience in the UAE's freehold property market are at your service. As one of the premier real estate companies in Dubai, we offer a comprehensive portfolio of properties in the Emirates that cater to your every need. "", 'House & Hedges Real Estate is pleased to offer you this stunning Studio Apartment with a beautiful view in Jumeirah Village Circle (JVC), Dubai. ', 'PROPERTY DETAILS:', '- Studio Apartment', '- 1 Bathroom ', '- Built-in wardrobe ', '- Balcony ', '- Area 381sqft. ', '- Covered Parking', '- Shared Pool', '- Shared Gym', '- 24/7 Security', 'Bloom Towers by Bloom Holding, a luxurious designed development that offers studios and 1-bedroom apartments located at Jumeirah Village Circle, Dubai. This striking three-tower development rises to the sky, so you can have an outstanding feeling to be home and of course, you’ll going to find top-notch facilities, ready at your service. ', 'UNIT PRICE DETAILS:', 'AED 50,000/-', 'CHEQUES: 4', 'For more details about the property or to schedule a viewing,', 'reach out to the team member of House & Hedges', 'Mr. Muzafar Shahzad at ', 'We are more than happy to serve you!', 'Thank you for choosing House & Hedges Real Estate.']"
Bayut - LEA233421_L,For Rent,Apartment,18 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '280,000'}","The Grand, Dubai Creek Harbour, Dubai","{'bedrooms': '2 Beds', 'bathrooms': '2 Baths', 'size': '2,995 sqft'}",,https://images.bayut.com/thumbnails/435740871-800x600.jpeg,"['Dubai Apartments', 'Dubai Creek Harbour', 'The Grand', 'Bayut - LEA233421_L']",[],"['Full Marina Burj View | Rare | Immense Terrace', 'haus & haus and Kent Hyodo is proud to exclusively present this one of a kind townhouse in The Grand right in front of the water with beautiful skyline views. ', ""One of the very few to ever hit the rental market, this 3 story, 2 bed, 2 bath property is a one of a kind property you won't find anywhere else with direct terrace access to the amenities. "", 'Every room comes with a spacious balcony and the rooftop terrace provides gorgeous views of the sunset every evening. ', 'Feel free to call for more information, to arrange a viewing or to make an offer. ', 'Broker fee - 5% + VAT', 'Security deposit - 5%', 'For further details, please drop into our flagship office at the Gold & Diamond Park - or browse the incredible selection of properties we maintain at the haus & haus website. Our specialist brokers will be happy to answer any industry related query you have. ', '• Townhouse type apartment', '• 3 spacious balconies', '• Rooftop terrace', '• Open living and dining area', '• En-suite master bathroom', '• Gorgeous marina views from every room', '• Gym, infinity pool, tennis court, BBQ area', '• Call now to arrange your viewing']"
Bayut - RL89,For Rent,Apartment,10 August 2023,Furnished,"{'currency': 'AED', 'amount': '159,999'}","Sadaf 7, Sadaf, Jumeirah Beach Residence (JBR), Dubai","{'bedrooms': '2 Beds', 'bathrooms': '2 Baths', 'size': '1,416 sqft'}",,https://images.bayut.com/thumbnails/439408561-800x600.jpeg,"['Dubai Apartments', 'Jumeirah Beach Residence (JBR)', 'Sadaf', 'Sadaf 7', 'Bayut - RL89']","['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Parking Spaces', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Sauna']","['Medait Star Real Estate is pleased to offer 2BR  Brand Newly  Furnished and Direct Access to Beach For Rent. ', 'Property Details:', '-Bedroom: 2', '-Bathrooms: 2', '-Area : 1415.63 sqft', '-Parking space: 1', '-Balcony ', '-Palm Jumeirah View', '-Fully furnished ', '-Built in Wardrobe ', '-Built in Appliances', 'Private Resident Amenities: ', '-Gym', '-Sauna', '-Pool  ', '-kids Play Group', '-24/7 security ', '-Infinity pool', 'For any inquires please feel free to contact us on ', ' or Email Us At ', 'About:', 'Securing an ideal location near Dubai Marina, this building enjoys a distinctive peaceful neighbourhood along with a commercial strip. Residents can benefit from facilities like supermarkets and shopping malls located in the vicinity. Residents of Sadaf 7 have easy access to tourist spots, hotels, beaches and entertainment places. ', 'Residents of this community enjoy a friendly and picturesque neighbourhood surrounded by lush green landscapes. Overlooking the striking beauty of Dubai Marina and landscaped community gardens, residents can directly access King Salman Bin Abdulaziz Al Saud Street that links with the Sheikh Zayed Road. ', 'Our services:', 'Welcome to our Real Estate services! At our company, we strive to revolutionise the industry by providing a convenient and straightforward experience for our clients. We offer a range of services to help you sell or rent your property, including a property valuation report, a high-quality e-brochure to promote your property, and a 360 virtual tour of your property. ', ""If you're looking to buy, sell, or rent a property, we are here to help you every step of the way. Please feel free to contact us at the following:"", 'Address: office 705,fifty one Tower ,Marasi Drive, Business bay-Dubai', 'Office phone no: ', 'Email: ', 'ORN:22960']"
Bayut - MCC-R-16019,For Rent,Apartment,15 August 2023,Furnished,"{'currency': 'AED', 'amount': '130,000'}","Binghatti Canal Building, Business Bay, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '702 sqft'}",Abdul Rahim,https://images.bayut.com/thumbnails/433525570-800x600.jpeg,"['Dubai Apartments', 'Business Bay', 'Binghatti Canal Building', 'Bayut - MCC-R-16019']",['Balcony or Terrace'],"[""McCone Properties is thrilled to introduce this captivating low-level canalside apartment situated in the heart of Dubai's Business Bay. "", 'This residence is a true testament to the kind of home that invigorates the soul and sparks joy. ', 'The seamless fusion of the balcony space with its breathtaking Burj Khalifa view is simply awe-inspiring. However, what truly sets this property apart are its exceptional attributes:', '*   Will be thoughtfully furnished with premium furnishings, ensuring a lavish living experience', '*   Boasts impeccable finish quality, presented in just-handed-over condition', '*   Comprises a well-appointed master bedroom, offering a private haven', '*   Features a practically-sized horseshoe kitchen with modern gas hobs and a convenient breakfast counter', '*   Encompasses a well-proportioned 702 sq. ft floor layout, designed for comfort and functionality', ""*   Grants access to an infinity-edged pool, providing a refreshing oasis, along with a dedicated children's pool"", '*   Includes the convenience of 1 basement car park space, ensuring hassle-free parking', 'We would be delighted to arrange a viewing at your convenience. For more detailed information, please feel free to reach out to Abdul Rahim at ', '. Your dream living experience awaits.']"
Bayut - CB-R-05169,For Rent,Townhouse,9 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '240,000'}","The Fields, District 11, Mohammed Bin Rashid City, Dubai","{'bedrooms': '3 Beds', 'bathrooms': '3 Baths', 'size': '2,084 sqft'}",Nysa Kinger,https://images.bayut.com/thumbnails/429039369-800x600.jpeg,"['Dubai Townhouses', 'Mohammed Bin Rashid City', 'District 11', 'The Fields', 'Bayut - CB-R-05169']","['Balcony or Terrace', 'Centrally Air-Conditioned', 'Kids Play Area', 'Barbeque Area']","['Property Details:', ""-This Brand new unit has 3 BEDROOMS and a MAID's ROOM. "", '-1 Bedroom is on the Ground level', '-All bedrooms have En-suite bathrooms. ', '-It has a spacious Living room', '-It has a Fully Fitted Kitchen including a Cooker, Oven, Dishwasher and a Refrigerator. ', '-There is an additional Living area on level 1', '-This unit has 2 Large Terraces and a spacious backyard. ', '-All bedrooms have Built-In Wardrobes. ', '-It is Close to Park']"
Bayut - CB-R-04949,For Rent,Townhouse,14 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '450,000'}","The Hartland Villas, Sobha Hartland, Dubai","{'bedrooms': '4 Beds', 'bathrooms': '4 Baths', 'size': '2,334 sqft'}",Nysa Kinger,https://images.bayut.com/thumbnails/417710023-800x600.jpeg,"['Dubai Townhouses', 'Sobha Hartland', 'The Hartland Villas', 'Bayut - CB-R-04949']","['Balcony or Terrace', 'Centrally Air-Conditioned', 'Kids Play Area']","['PROPERTY FEATURES:', '- Location: Sobha Hartland, Dubai. ', '- 8 min away from Dubai Mall & Burj Khalifa', '- North London Collegiate School View', '- G+2', '- 4 Bedrooms all Ensuite & all have a Balcony', '- Walkin closet in Master Bedroom\xa0', '- Maids Room with Bath', '- Closed Kitchen equipped with all with White Goods', '- Plot Size: 2,334.69 sq ft approx. ', '- B. U. A. - 3,200 sq ft approx. ', '- Laundry cum Pantry on Level 2', '- Storage Space under the stairs-', '- Brand New', '- Chillier Free', '- High-end Finishings', 'AMENITIES FEATURES:', '-High Quality: With a focus on luxury and sophistication, the townhouse boasts premium finishes throughout. From exquisite flooring to elegant fixtures, no detail has been overlooked. ', '-Modern Kitchen: The fully-equipped gourmet kitchen features top-of-the-line appliances, ample storage, and a central island. It is designed to accommodate the culinary needs of even the most discerning chefs. ', '-Private Outdoor Space: Residents can enjoy a private garden or terrace, providing an ideal setting for outdoor activities, gardening, or simply unwinding in a serene environment. ']"
